full_name,image
Hawks,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/d4/Hawks_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200323125121
Native,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b3/Native_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180615010007
Tamashiro,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/69/Tamashiro_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200314180600
Kenji Tsuragamae,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/0c/Kenji_Tsuragamae_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200511214101
Tomie Takami,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6a/Tomie_Takami_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210315195039
Eijiro Kirishima,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/04/Eijiro_Kirishima_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044805
Backdraft,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/fb/Backdraft_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321203814
Mina Ashido,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/fd/Mina_Ashido_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619043731
Edgeshot,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/77/Edgeshot_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180522164023
Destro,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/0d/Chikara_Yotsubashi_Anime.png/revision/latest/scale-to-width-down/155?cb=20200225042207
Soramitsu Tabe,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/03/Soramitsu_Tabe_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144717
Mr. Principal,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2f/Mr._Principal_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200401120805
Hiroshi Tameda,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/96/Hiroshi_Tameda_Portrait_%28Anime%29.png/revision/latest/scale-to-width-down/135?cb=20200405151410
Momo Yaoyorozu,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8d/Momo_Yaoyorozu_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619050232
Lariat,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7a/Daigoro_Banjo_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210529092120
Tomura Shigaraki,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/9b/Tomura_Shigaraki_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20191124213135
Gori,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2e/Gori_headshot.png/revision/latest/scale-to-width-down/205?cb=20220526012708
Saiko Intelli,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/75/Saiko_Intelli_headshot.png/revision/latest/scale-to-width-down/135?cb=20180804144519
Denki Kaminari,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b0/Denki_Kaminari_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044711
Curator,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/33/Curator_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180627115129
Rikiya Katsukame,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/a5/Rikiya_Katsukame_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144651
Yuga Aoyama,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b9/Yuga_Aoyama_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619043516
Suicide Bomber,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/04/Suicide_Bomb_Quirk.png/revision/latest/scale-to-width-down/135?cb=20170610050730
Loud Cloud,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/d4/Loud_Cloud_Portrait.png/revision/latest/scale-to-width-down/135?cb=20190915114024
Garvey,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/3a/People_running_away_from_Garvey.png/revision/latest/scale-to-width-down/155?cb=20191011200706
Wash,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/83/Wash_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200328155733
Twice,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/83/Twice_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519230001
Briareos,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/00/Briareos.png/revision/latest/scale-to-width-down/158?cb=20210316062141
Toru Hagakure,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/be/Toru_Hagakure_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619045903
Fourth Kind,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/66/Fourth_Kind_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321203925
Izuku Midoriya,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/25/Izuku_Midoriya_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619050117
Green,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7b/Team_Reservoir_Dogs_Anime_2.png/revision/latest/scale-to-width-down/135?cb=20200308220807
Endeavor,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/08/Endeavor_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519224034
Kyotoku Jiro,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/9a/Kyotoku_Jiro.png/revision/latest/scale-to-width-down/135?cb=20180625153023
Uwabami,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/0d/Uwabami_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204433
Habit Headgear,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/4f/Habit_Headgear_%28Anime%29.png/revision/latest/scale-to-width-down/135?cb=20170707023137
Toshinori,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/ec/All_Might_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200511210525
Leviathan,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/22/Leviathan_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210720211836
Fumikage Tokoyami,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6c/Fumikage_Tokoyami_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619045620
Seiji Shishikura,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b1/Seiji_Shishikura_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200511212835
Hikage Shinomori,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7b/Hikage_Shinomori_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210315191831
Daigo,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/33/Daigo_Portrait.png/revision/latest/scale-to-width-down/135?cb=20190326163434
Ryukyu,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/69/Ryukyu_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204045
Juzo Honenuki,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/a4/Juzo_Honenuki_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070202
Best Jeanist,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/01/Best_Jeanist_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180522171129
Glutton God Gang,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/81/Glutton_God_Gang.png/revision/latest/scale-to-width-down/240?cb=20210308083925
Mirio Togata,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/67/Mirio_Togata_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180923214326
Rock Lock,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/55/Rock_Lock_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204015
Katsuki Bakugo,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/cd/Katsuki_Bakugo_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619050033
Untenmaru Kurumada,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/ff/Untenmaru_Kuromada_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200305140355
Katsuki,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/81/Katsuki_Bakugo_OFA_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220127235512
Rei Todoroki,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/ac/Rei%27s_current_appearance_%28Anime%29.png/revision/latest/scale-to-width-down/135?cb=20200404190933
Zookeeper,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/82/Zookeeper_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180627114123
Winged Nomu,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/59/Nomu_%28Flying%29_anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512115350
Spinner,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/dd/Spinner_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519230007
Yu Hojo,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/c9/Yu_Hojo_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144801
Skeptic,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/be/Skeptic_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210703093341
Eddie Soul,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b0/Eddie_Soul.png/revision/latest/scale-to-width-down/144?cb=20220217232138
Eyeless Nomu,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/5c/Nomu_%28No_eyes%29_anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512115437
Spinner,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/95/Spinner_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200405170138
Taneo Tokuda,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/a1/Taneo_Tokuda.png/revision/latest/scale-to-width-down/240?cb=20191012120205
4-Eyes Nomu,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/1e/Nomu_%284_Eyed%29_anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512115414
Pony Tsunotori,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/74/Pony_Tsunotori_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125071441
Nana Shimura,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/48/Nana_Shimura_Portrait_%28Anime%29.png/revision/latest/scale-to-width-down/135?cb=20180618211815
Eel Boy,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e2/Eel_Boy.png/revision/latest/scale-to-width-down/135?cb=20210829220814
X-Less,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8f/X-Less_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200526225630
Hekiji Tengai,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/64/Hekiji_Tengai_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144615
Daikaku Miyagi,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/15/Daikaku_Miyagi_anime.png/revision/latest/scale-to-width-down/135?cb=20180709193007
Three Sturm und Drang Brothers,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/9a/Three_Sturm_und_Drang_Brothers.png/revision/latest/scale-to-width-down/169?cb=20191004193209
Shoto Todoroki,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7f/Shoto_Todoroki_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619045658
Water Hose,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7f/Water_Hose.png/revision/latest/scale-to-width-down/240?cb=20180430181104
Trumpet,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/1e/Koku_Hanabata_Portrait.png/revision/latest/scale-to-width-down/136?cb=20190521145114
Creature Rejection Clan,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/32/CRC.png/revision/latest/scale-to-width-down/389?cb=20190519170619
Power Loader,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/07/Power_Loader_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180321030554
All For One,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/61/All_For_One_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180526184539
Kyoka Jiro,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/32/Kyoka_Jiro_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619045418
Naomasa Tsukauchi,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/17/Naomasa_Tsukauchi_Manga_Portrait_02.png/revision/latest/scale-to-width-down/135?cb=20211006184158
Mandalay,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f7/Mandalay_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180503200206
Yoichi,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f1/Yoichi_Shigaraki_%28Manga%29.png/revision/latest/scale-to-width-down/135?cb=20210426020922
Mei Hatsume,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/07/Mei_Hatsume_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125071902
