full_name,image
Ochaco Uraraka,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/78/Ochaco_Uraraka_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044306
Jurota Shishida,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/35/Jurota_Shishida_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125071459
Mr. Compress,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/ad/Compress_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519230004
Manual,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/3b/Manual_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204029
Gang Orca,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/72/Gang_Orca_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321211958
Ectoplasm,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7c/Ectoplasm_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200401122044
Tetsutetsu Tetsutetsu,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/83/Tetsutetsu_Tetsutetsu_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070020
Koji Koda,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/5e/Koji_Koda_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044919
Innsmouth,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/af/Innsmouth_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200116231811
Jailbreaker,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/c1/Muscular%27s_damaged_eye_from_his_fight_with_Izuku.png/revision/latest/scale-to-width-down/136?cb=20210411234440
En,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/3b/En.png/revision/latest/scale-to-width-down/140?cb=20210314190229
Tsubasa,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/4b/Tsubasa_Manga.png/revision/latest/scale-to-width-down/164?cb=20190512123528
Hina,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/83/Hina.png/revision/latest/scale-to-width-down/145?cb=20190807172551
Snipe,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/93/Snipe_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200401121956
Bubble Girl,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2d/Bubble_Girl_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204003
Kido,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/a8/Kido_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200526113305
Muscular,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/75/Muscular_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200405170125
Toxic Chainsaw,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/27/Toxic_Chainsaw_Portrait.png/revision/latest/scale-to-width-down/136?cb=20180628211649
Robber Villain,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/30/Robber_Villain.png/revision/latest/scale-to-width-down/135?cb=20191101102629
President,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2a/Public_Safety_Commission_President_%28Anime%29.png/revision/latest/scale-to-width-down/240?cb=20200328155626
Tiger,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/da/Tiger_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180503194905
Blue,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/12/Team_Reservoir_Dogs_Anime_3.png/revision/latest/scale-to-width-down/135?cb=20200308221036
Magne,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f1/Kenji_Hikishi_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200116231858
Flect Turn,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/ea/Flect_Turn_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210720210634
Hime,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8f/Hime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210315194857
Recovery Girl,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/68/Recovery_Girl_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200401120905
Selkie,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/44/Selkie_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204204
Volcano,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/67/Maguma_Iwata_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180627193407
Hikage,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7b/Hikage_Shinomori_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210315191831
Emperor Yotsuura,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/53/Yootsura.png/revision/latest/scale-to-width-down/135?cb=20180717152145
Gang Orca's Sidekicks,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/fc/Gang_Orca%27s_Sidekicks.png/revision/latest/scale-to-width-down/181?cb=20180901132845
